LOSSFILE	
FileFormatVersion	YLT_1.1
LossTableHeaderFormat	Manual Import
LossTableHeaderProducer	MAT-R
LossTableType	YLT
LossTableBasis	AM
CreateDate	2018-08-07
Model	Elements
ModelProvider	IF
ModelSystem	Elements
ModelSystemVersion	10.0.0.0
ModelSystemInstance	PRD
ResultsDatabaseName	IF_RES_2018_THFL
User	U000886
Simulation_Set_Id	7511
Peril	FL
Region	Thailand
Model_Version	10.0.0.0
ModelModule	DLM
Geo_Code	THA
SourceResultsReference	42
ResultsName	FPG_QS_SPL - FPG_QS_SPL
ResultsDescription	NA
Run_Date	2018-06-27
Run_Date	2018-06-27
Currency	THB
FinPerspective	GU
Years	100000
SimulationPeriodBasis	1
OccurrenceBasis	PerEvent
OEP2	0
OEP5	8169385
OEP10	131946097
OEP25	565116148
OEP50	1855095265
OEP100	2171342391
OEP200	2356876878
OEP250	2391373373
OEP500	2520814472
OEP1000	2683327326
OEP5000	2969410750
OEP10000	3104076686
AAL	86965188.90267
STD	352523451.318785
COV	4.05361565664306
#[HEADER-END]
EventID	Year	MM-DD(n)	Value
751100229	55655	08-20(0)	231436558
751100229	80964	08-16(0)	231436558
751100232	62441	09-26(0)	26825800
751100234	85289	07-27(0)	36088267
751100234	99930	08-16(0)	36088267
751100235	54271	09-14(0)	156529565
751100235	60598	06-24(0)	156529565
751100235	62011	09-13(0)	156529565
751100235	77063	08-28(0)	156529565
751100235	79639	05-29(0)	156529565
751100236	8089	06-10(0)	33494151
751100236	51643	05-22(0)	33494151
751100236	71039	06-29(0)	33494151
751100236	83157	09-13(0)	33494151
751100239	776	07-05(0)	2924822
751100242	7288	07-07(0)	54429968
751100242	30308	07-20(0)	54429968
751100242	36462	08-26(0)	54429968
751100242	59256	09-18(0)	54429968
751100242	64523	09-09(0)	54429968
751100247	23159	06-19(0)	1537608
751100247	27028	10-03(0)	1537608
751100247	32505	07-23(0)	1537608
751100247	44956	05-30(0)	1537608
751100247	54634	08-24(0)	1537608
751100247	62559	05-17(0)	1537608
751100247	97813	05-29(0)	1537608
751100248	20652	09-13(0)	48032033
751100248	39062	10-04(0)	48032033
751100248	40032	10-01(0)	48032033
751100248	42747	08-01(0)	48032033
751100248	49391	08-21(0)	48032033
751100248	88949	09-17(0)	48032033
751100248	91762	09-25(0)	48032033
751100250	5888	06-10(0)	44454883
751100250	40424	08-03(0)	44454883
751100250	44252	07-01(0)	44454883
751100250	81440	10-02(0)	44454883
751100254	38285	07-23(0)	30940019
751100254	41688	10-04(0)	30940019
751100254	55593	06-30(0)	30940019
751100254	61132	10-12(0)	30940019
751100254	62504	06-25(0)	30940019
751100254	72690	06-16(0)	30940019
751100254	78125	08-29(0)	30940019
751100258	15095	09-07(0)	470042516
751100258	76606	05-30(0)	470042516
751100261	20291	09-11(0)	7253515
751100261	94814	05-15(0)	7253515
751100262	2438	08-10(0)	114148630
751100262	20044	05-17(0)	114148630
751100262	28274	07-03(0)	114148630
751100262	35584	07-07(0)	114148630
751100262	52161	09-29(0)	114148630
751100262	72176	08-23(0)	114148630
751100263	46028	09-21(0)	45259446
751100263	49309	09-27(0)	45259446
751100263	72339	08-18(0)	45259446
751100263	78818	05-20(0)	45259446
751100263	79193	05-24(0)	45259446
751100263	85582	09-16(0)	45259446
751100263	87595	06-18(0)	45259446
751100263	87668	08-06(0)	45259446
751100263	92117	06-02(0)	45259446
751100263	92659	06-29(0)	45259446
751100263	96715	10-11(0)	45259446
751100267	42328	05-27(0)	3646352
751100267	75123	07-30(0)	3646352
751100267	90712	05-22(0)	3646352
751100268	37337	09-03(0)	349246986
751100268	45303	06-02(0)	349246986
751100268	65539	08-21(0)	349246986
751100268	77450	09-27(0)	349246986
751100268	81962	08-31(0)	349246986
751100269	40761	08-26(0)	14524163
751100269	91068	08-09(0)	14524163
751100271	22720	08-15(0)	44441158
751100271	53673	08-29(0)	44441158
751100272	15042	08-03(0)	523289337
751100272	15683	08-15(0)	523289337
751100272	18675	09-19(0)	523289337
751100272	32789	05-30(0)	523289337
751100272	64546	09-14(0)	523289337
751100272	78316	06-10(0)	523289337
751100272	92339	07-16(0)	523289337
751100273	9372	06-16(0)	25406602
751100273	23134	10-11(0)	25406602
751100273	30667	09-01(0)	25406602
751100273	38768	08-09(0)	25406602
751100273	50402	08-06(0)	25406602
751100273	91112	09-25(0)	25406602
751100277	85354	06-11(0)	29495579
751100277	88984	05-25(0)	29495579
751100277	96005	07-19(0)	29495579
751100278	8742	10-11(0)	43715280
751100278	10913	09-17(0)	43715280
751100278	16493	06-03(0)	43715280
751100278	19337	06-06(0)	43715280
751100278	28416	06-03(0)	43715280
751100278	36793	06-16(0)	43715280
751100278	38925	06-12(0)	43715280
751100278	50046	06-16(0)	43715280
751100279	16756	07-25(0)	802584358
751100279	51027	09-07(0)	802584358
751100282	42282	05-30(0)	71004337
751100282	55894	06-03(0)	71004337
751100282	58477	08-13(0)	71004337
751100282	59762	06-17(0)	71004337
751100282	66589	09-14(0)	71004337
751100282	79103	06-19(0)	71004337
751100282	86219	07-22(0)	71004337
751100284	22223	10-03(0)	46327444
751100284	36488	05-25(0)	46327444
751100284	56851	08-30(0)	46327444
751100284	67143	08-05(0)	46327444
751100284	69251	05-15(0)	46327444
751100284	81655	06-11(0)	46327444
751100284	91532	06-08(0)	46327444
751100285	8580	08-20(0)	32787635
751100285	29575	05-30(0)	32787635
751100285	47527	05-21(0)	32787635
751100285	57974	07-17(0)	32787635
751100285	60261	06-22(0)	32787635
751100285	63044	05-18(0)	32787635
751100285	66417	09-10(0)	32787635
751100286	28410	05-22(0)	42949378
751100286	33826	07-10(0)	42949378
751100286	47365	09-30(0)	42949378
751100286	80539	10-10(0)	42949378
751100286	87202	08-06(0)	42949378
751100291	6494	06-06(0)	17315394
751100291	9120	08-19(0)	17315394
751100291	16411	08-12(0)	17315394
751100291	49422	06-20(0)	17315394
751100291	51085	07-23(0)	17315394
751100291	68034	08-28(0)	17315394
751100291	85641	08-09(0)	17315394
751100291	92492	08-08(0)	17315394
751100294	27398	06-21(0)	191065498
751100296	4059	08-07(0)	8738293
751100296	13838	06-03(0)	8738293
751100296	19833	06-24(0)	8738293
751100296	36942	10-11(0)	8738293
751100296	41532	08-20(0)	8738293
751100296	53207	06-17(0)	8738293
751100296	54915	09-30(0)	8738293
751100296	68979	10-03(0)	8738293
751100296	92521	06-09(0)	8738293
751100297	24889	09-15(0)	2194497302
751100297	26017	08-03(0)	2194497302
751100297	41745	08-01(0)	2194497302
751100297	44007	09-07(0)	2194497302
751100297	51396	08-07(0)	2194497302
751100297	54829	09-05(0)	2194497302
751100297	55242	07-14(0)	2194497302
751100297	99411	08-04(0)	2194497302
751100299	3073	10-10(0)	7504951
751100299	9154	07-22(0)	7504951
751100299	10956	06-29(0)	7504951
751100299	51035	06-23(0)	7504951
751100299	95162	07-16(0)	7504951
751100302	17953	08-30(0)	68186491
751100302	18961	09-05(0)	68186491
751100302	33761	09-15(0)	68186491
751100302	45055	09-06(0)	68186491
751100302	59592	10-09(0)	68186491
751100302	92668	06-26(0)	68186491
751100302	96604	06-03(0)	68186491
751100302	98763	06-15(0)	68186491
751100302	99469	06-07(0)	68186491
751100305	25416	10-09(0)	36121755
751100305	81186	09-09(0)	36121755
751100307	4659	09-22(0)	12388920
751100307	52972	05-26(0)	12388920
751100307	72527	09-11(0)	12388920
751100307	74939	06-29(0)	12388920
751100308	16859	09-10(0)	406478737
751100308	24402	07-30(0)	406478737
751100308	37409	10-11(0)	406478737
751100308	41277	05-16(0)	406478737
751100308	52241	10-10(0)	406478737
751100308	57238	07-30(0)	406478737
751100308	70109	07-18(0)	406478737
751100308	88227	08-19(0)	406478737
751100313	37476	06-10(0)	77975133
751100313	48766	06-30(0)	77975133
751100313	83061	07-05(0)	77975133
751100313	85788	07-15(0)	77975133
751100320	6341	08-02(0)	1991959970
751100320	23114	09-28(0)	1991959970
751100320	37718	07-26(0)	1991959970
751100322	11214	08-23(0)	41273966
751100322	30258	09-25(0)	41273966
751100322	36680	05-18(0)	41273966
751100322	55196	06-28(0)	41273966
751100322	64719	08-25(0)	41273966
751100322	65274	05-17(0)	41273966
751100322	72764	08-07(0)	41273966
751100322	86651	07-24(0)	41273966
751100323	16504	05-27(0)	154221946
751100323	28821	09-11(0)	154221946
751100325	4191	05-23(0)	43068792
751100325	58373	05-18(0)	43068792
751100325	63708	08-18(0)	43068792
751100325	69045	08-16(0)	43068792
751100325	72582	08-12(0)	43068792
751100325	88980	10-06(0)	43068792
751100327	29896	05-30(0)	2155289
751100327	88390	05-21(0)	2155289
751100328	36926	10-12(0)	7668716
751100328	50486	09-03(0)	7668716
751100328	51820	07-23(0)	7668716
751100330	19827	10-07(0)	86619924
751100330	25400	10-04(0)	86619924
751100330	41050	08-24(0)	86619924
751100330	53351	08-08(0)	86619924
751100330	62844	08-17(0)	86619924
751100330	79367	07-15(0)	86619924
751100330	86352	05-27(0)	86619924
751100330	97491	08-11(0)	86619924
751100330	98292	08-21(0)	86619924
751100334	4290	09-26(0)	40096775
751100334	7470	07-15(0)	40096775
751100334	28627	08-11(0)	40096775
751100334	33379	06-05(0)	40096775
751100334	88044	06-07(0)	40096775
751100335	14456	07-15(0)	53044113
751100335	26680	05-18(0)	53044113
751100335	96095	06-20(0)	53044113
751100336	2472	09-22(0)	161817327
751100336	9778	08-25(0)	161817327
751100337	10323	09-02(0)	298956034
751100337	29694	08-23(0)	298956034
751100337	41576	06-22(0)	298956034
751100337	46753	06-23(0)	298956034
751100338	6383	05-27(0)	2239486704
751100338	10065	07-15(0)	2239486704
751100338	28711	05-25(0)	2239486704
751100338	63600	07-24(0)	2239486704
751100339	8821	07-10(0)	430971700
751100339	46086	07-30(0)	430971700
751100339	69389	10-04(0)	430971700
751100339	81920	06-25(0)	430971700
751100339	98071	09-04(0)	430971700
751100340	12226	07-04(0)	122023710
751100340	19591	07-19(0)	122023710
751100340	20373	07-12(0)	122023710
751100340	32897	09-16(0)	122023710
751100340	35882	05-16(0)	122023710
751100340	36220	09-15(0)	122023710
751100340	72572	08-16(0)	122023710
751100340	75615	07-22(0)	122023710
751100340	96491	05-25(0)	122023710
751100341	91594	08-25(0)	85658659
751100341	91881	07-01(0)	85658659
751100344	10818	10-10(0)	18321873
751100344	47379	06-03(0)	18321873
751100344	71275	07-11(0)	18321873
751100344	91623	06-08(0)	18321873
751100346	14347	08-03(0)	175178731
751100346	35507	10-01(0)	175178731
751100346	47714	07-20(0)	175178731
751100346	75730	10-05(0)	175178731
751100348	42262	07-22(0)	3950698
751100348	52595	07-22(0)	3950698
751100348	73120	05-19(0)	3950698
751100348	79289	10-05(0)	3950698
751100348	89600	06-22(0)	3950698
751100351	19384	07-30(0)	2374952648
751100351	22259	05-26(0)	2374952648
751100351	37388	06-24(0)	2374952648
751100351	42958	09-03(0)	2374952648
751100351	57859	07-26(0)	2374952648
751100351	70911	08-26(0)	2374952648
751100351	78042	10-12(0)	2374952648
751100352	37044	07-02(0)	140592717
751100352	43900	07-11(0)	140592717
751100352	71473	09-23(0)	140592717
751100352	74774	08-07(0)	140592717
751100352	86703	08-30(0)	140592717
751100353	1819	09-23(0)	1949281063
751100353	4127	05-23(0)	1949281063
751100353	38749	07-02(0)	1949281063
751100354	17399	07-08(0)	32723087
751100354	44572	06-16(0)	32723087
751100354	52673	07-04(0)	32723087
751100354	86573	08-06(0)	32723087
751100356	21570	05-26(0)	166900056
751100356	27855	05-16(0)	166900056
751100356	46266	09-08(0)	166900056
751100356	58985	06-09(0)	166900056
751100356	74122	09-13(0)	166900056
751100356	78927	09-17(0)	166900056
751100357	50350	09-03(0)	45955547
751100357	52202	09-04(0)	45955547
751100357	62684	05-23(0)	45955547
751100359	17121	08-14(0)	664835611
751100359	19856	08-30(0)	664835611
751100359	78795	05-20(0)	664835611
751100360	21870	07-06(0)	2698007
751100360	42746	05-21(0)	2698007
751100360	60974	09-26(0)	2698007
751100360	85964	08-29(0)	2698007
751100361	42091	10-12(0)	1974812172
751100361	49994	06-18(0)	1974812172
751100361	56976	09-13(0)	1974812172
751100361	65925	07-12(0)	1974812172
751100361	84768	07-03(0)	1974812172
751100361	87772	10-09(0)	1974812172
751100361	91269	05-17(0)	1974812172
751100361	95884	06-30(0)	1974812172
751100362	382	09-13(0)	16251590
751100362	5583	10-08(0)	16251590
751100362	7435	08-03(0)	16251590
751100362	23310	09-22(0)	16251590
751100362	26689	09-05(0)	16251590
751100362	41024	08-28(0)	16251590
751100362	60122	06-09(0)	16251590
751100362	61125	07-29(0)	16251590
751100365	22626	09-16(0)	1651136
751100365	49786	06-10(0)	1651136
751100365	53494	07-16(0)	1651136
751100365	86834	08-26(0)	1651136
751100365	91219	08-30(0)	1651136
751100365	94225	06-29(0)	1651136
751100365	94728	06-12(0)	1651136
751100365	96655	05-17(0)	1651136
751100365	96744	07-20(0)	1651136
751100366	73185	10-04(0)	3928005
751100366	73451	07-08(0)	3928005
751100366	74158	07-03(0)	3928005
751100366	79729	08-20(0)	3928005
751100367	24421	06-07(0)	125440
751100367	57598	08-15(0)	125440
751100367	60412	07-09(0)	125440
751100368	18602	10-12(0)	10597478
751100368	30611	08-08(0)	10597478
751100368	35323	07-08(0)	10597478
751100368	46731	06-06(0)	10597478
751100368	47078	09-11(0)	10597478
751100368	48004	08-29(0)	10597478
751100368	59000	06-15(0)	10597478
751100368	86393	07-05(0)	10597478
751100368	91755	08-26(0)	10597478
751100369	37539	07-04(0)	66136740
751100369	38744	09-18(0)	66136740
751100369	40673	07-19(0)	66136740
751100369	59527	08-29(0)	66136740
751100369	59813	05-23(0)	66136740
751100369	90099	07-16(0)	66136740
751100369	94668	07-13(0)	66136740
751100369	95742	10-13(0)	66136740
751100369	97402	09-19(0)	66136740
751100370	7445	08-06(0)	227403711
751100370	32141	08-22(0)	227403711
751100370	38050	05-23(0)	227403711
751100370	71159	06-21(0)	227403711
751100370	76673	08-22(0)	227403711
751100370	91457	07-30(0)	227403711
751100370	94549	09-02(0)	227403711
751100371	2700	06-09(0)	1840718
751100371	6027	06-02(0)	1840718
751100371	52741	10-01(0)	1840718
751100371	56747	10-12(0)	1840718
751100371	67883	07-16(0)	1840718
751100377	13079	07-20(0)	578247515
751100377	57785	07-06(0)	578247515
751100377	75221	07-31(0)	578247515
751100377	82386	09-18(0)	578247515
751100377	87292	07-29(0)	578247515
751100383	775	08-17(0)	669362309
751100383	38006	10-08(0)	669362309
751100383	57754	06-12(0)	669362309
751100383	80591	05-16(0)	669362309
751100384	3854	08-10(0)	246122060
751100384	10200	07-29(0)	246122060
751100384	22279	07-01(0)	246122060
751100384	41852	09-19(0)	246122060
751100384	48662	10-10(0)	246122060
751100384	95526	10-02(0)	246122060
751100384	99929	06-21(0)	246122060
751100385	13280	09-06(0)	45521736
751100385	49867	07-31(0)	45521736
751100385	72493	06-02(0)	45521736
751100385	96926	07-04(0)	45521736
751100387	14980	08-08(0)	18730872
751100387	22845	06-21(0)	18730872
751100387	46299	08-31(0)	18730872
751100387	51914	07-02(0)	18730872
751100387	62469	10-11(0)	18730872
751100387	70823	08-06(0)	18730872
751100387	84746	09-20(0)	18730872
751100387	86759	06-21(0)	18730872
751100388	47324	06-15(0)	43675981
751100388	47965	07-22(0)	43675981
751100388	54082	06-10(0)	43675981
751100388	64882	07-06(0)	43675981
751100388	67649	06-06(0)	43675981
751100388	85076	08-02(0)	43675981
751100388	93751	10-07(0)	43675981
751100392	13128	05-31(0)	54575264
751100392	25283	05-23(0)	54575264
751100392	34719	06-11(0)	54575264
751100392	98488	07-01(0)	54575264
751100393	70654	09-13(0)	2661316
751100393	81698	06-18(0)	2661316
751100393	82431	06-27(0)	2661316
751100398	12750	07-11(0)	63465004
751100398	16567	07-17(0)	63465004
751100398	62528	09-06(0)	63465004
751100398	75503	05-20(0)	63465004
751100400	2754	05-17(0)	42510111
751100400	35460	10-06(0)	42510111
751100400	56987	09-27(0)	42510111
751100400	60752	09-02(0)	42510111
751100400	66063	06-19(0)	42510111
751100400	98539	09-16(0)	42510111
751100403	15174	08-07(0)	553171493
751100403	26904	05-31(0)	553171493
751100403	63612	05-22(0)	553171493
751100405	3029	09-03(0)	164842491
751100405	23532	08-07(0)	164842491
751100405	50711	05-21(0)	164842491
751100406	33248	07-02(0)	7842
751100406	40851	08-15(0)	7842
751100406	79482	08-12(0)	7842
751100406	84347	07-25(0)	7842
751100407	8040	07-12(0)	42101702
751100407	11568	08-11(0)	42101702
751100407	21825	07-10(0)	42101702
751100407	47031	07-28(0)	42101702
751100407	58827	06-11(0)	42101702
751100407	69849	08-03(0)	42101702
751100408	430	06-08(0)	52331109
751100408	23552	07-07(0)	52331109
751100408	55800	06-04(0)	52331109
751100408	65735	05-19(0)	52331109
751100408	81280	07-31(0)	52331109
751100408	90277	09-22(0)	52331109
751100409	19236	06-13(0)	102871110
751100409	36564	06-23(0)	102871110
751100409	79072	07-25(0)	102871110
751100409	89123	07-01(0)	102871110
751100409	92436	07-18(0)	102871110
751100411	24384	08-29(0)	42648874
751100411	60601	07-22(0)	42648874
751100411	62921	10-03(0)	42648874
751100411	69421	09-10(0)	42648874
751100411	75627	07-09(0)	42648874
751100411	89335	09-24(0)	42648874
751100413	22137	09-11(0)	256640196
751100413	87969	10-13(0)	256640196
751100416	6470	07-02(0)	296462302
751100416	12476	10-10(0)	296462302
751100416	43686	06-13(0)	296462302
751100416	79904	07-09(0)	296462302
751100418	29620	05-16(0)	247732474
751100418	39170	05-30(0)	247732474
751100418	41167	06-09(0)	247732474
751100418	51467	06-23(0)	247732474
751100418	89774	09-06(0)	247732474
751100419	46808	07-16(0)	334727859
751100419	68116	10-11(0)	334727859
751100419	81369	05-31(0)	334727859
751100419	84854	09-23(0)	334727859
751100420	22232	08-27(0)	2354785037
751100420	47873	06-07(0)	2354785037
751100420	53059	06-10(0)	2354785037
751100420	76931	10-13(0)	2354785037
751100420	76946	06-11(0)	2354785037
751100422	3823	09-18(0)	16050462
751100422	26371	07-13(0)	16050462
751100422	30648	09-18(0)	16050462
751100422	40687	07-02(0)	16050462
751100422	59772	05-30(0)	16050462
751100422	65068	07-01(0)	16050462
751100424	7938	05-26(0)	7202680
751100424	25790	08-01(0)	7202680
751100424	36275	06-14(0)	7202680
751100424	40971	08-31(0)	7202680
751100424	59166	06-02(0)	7202680
751100424	72875	05-22(0)	7202680
751100424	87029	08-16(0)	7202680
751100425	2388	05-17(0)	2368323965
751100425	13000	09-05(0)	2368323965
751100425	21572	05-24(0)	2368323965
751100425	32984	07-20(0)	2368323965
751100425	54673	10-08(0)	2368323965
751100426	6445	08-31(0)	219130699
751100426	68626	09-11(0)	219130699
751100430	6959	09-13(0)	134436903
751100430	27733	06-18(0)	134436903
751100430	47121	06-28(0)	134436903
751100430	93038	08-25(0)	134436903
751100434	477	08-05(0)	7193998
751100434	5488	07-29(0)	7193998
751100434	11340	05-19(0)	7193998
751100434	20247	05-24(0)	7193998
751100434	47331	09-25(0)	7193998
751100434	90191	09-29(0)	7193998
751100435	7176	09-09(0)	63532553
751100435	14588	09-26(0)	63532553
751100435	20396	07-24(0)	63532553
751100435	42011	09-26(0)	63532553
751100435	46473	07-30(0)	63532553
751100435	83833	09-02(0)	63532553
751100436	23000	09-20(0)	1651547
751100436	51945	08-14(0)	1651547
751100436	63461	09-12(0)	1651547
751100436	72409	05-20(0)	1651547
751100436	73558	08-16(0)	1651547
751100436	93912	06-04(0)	1651547
751100438	35911	07-25(0)	15839112
751100438	44735	06-10(0)	15839112
751100438	59978	08-15(0)	15839112
751100439	13042	06-10(0)	42842109
751100439	33280	06-03(0)	42842109
751100439	65977	10-12(0)	42842109
751100439	75809	10-10(0)	42842109
751100442	13674	06-28(0)	11287728
751100442	57244	08-23(0)	11287728
751100442	61513	08-12(0)	11287728
751100442	69642	09-24(0)	11287728
751100442	73308	08-14(0)	11287728
751100442	77555	07-05(0)	11287728
751100443	9402	08-22(0)	6284191
751100443	19096	09-03(0)	6284191
751100443	66502	08-31(0)	6284191
751100443	70365	06-10(0)	6284191
751100444	847	06-10(0)	233687187
751100444	7011	05-22(0)	233687187
751100444	65434	08-31(0)	233687187
751100444	69224	06-04(0)	233687187
751100445	15199	08-24(0)	1799160100
751100445	42512	06-28(0)	1799160100
751100445	51297	05-21(0)	1799160100
751100445	65289	08-23(0)	1799160100
751100445	68671	08-05(0)	1799160100
751100445	78638	07-08(0)	1799160100
751100446	7742	08-02(0)	39881860
751100446	12014	08-08(0)	39881860
751100446	18395	10-06(0)	39881860
751100446	23035	09-27(0)	39881860
751100446	32818	09-19(0)	39881860
751100446	70564	07-31(0)	39881860
751100446	90181	07-21(0)	39881860
751100446	93210	07-18(0)	39881860
751100446	96565	09-08(0)	39881860
751100447	29995	05-16(0)	108786288
751100447	47562	06-25(0)	108786288
751100447	81861	07-21(0)	108786288
751100447	99080	09-21(0)	108786288
751100449	5529	09-15(0)	183580303
751100449	22350	05-18(0)	183580303
751100449	29042	06-02(0)	183580303
751100449	61744	05-17(0)	183580303
751100449	91362	08-31(0)	183580303
751100452	33564	08-30(0)	244738802
751100452	43763	08-03(0)	244738802
751100452	68747	09-03(0)	244738802
751100452	89177	10-06(0)	244738802
751100457	2207	08-23(0)	38687481
751100457	10276	05-30(0)	38687481
751100457	11887	08-14(0)	38687481
751100457	51652	09-29(0)	38687481
751100457	62802	06-03(0)	38687481
751100457	75430	09-05(0)	38687481
751100458	42568	05-22(0)	7675502
751100458	46401	10-01(0)	7675502
751100458	48241	05-29(0)	7675502
751100458	56364	06-05(0)	7675502
751100458	59456	08-23(0)	7675502
751100458	69458	10-10(0)	7675502
751100459	80082	06-08(0)	127257360
751100459	83378	07-31(0)	127257360
751100461	15241	05-26(0)	292356984
751100461	20226	06-18(0)	292356984
751100461	45945	09-23(0)	292356984
751100461	84416	07-10(0)	292356984
751100461	98215	05-25(0)	292356984
751100462	2258	09-11(0)	24114130
751100462	12115	09-23(0)	24114130
751100462	12216	08-09(0)	24114130
751100462	18972	09-02(0)	24114130
751100462	37671	06-12(0)	24114130
751100463	25752	07-09(0)	45717788
751100463	53432	09-21(0)	45717788
751100463	57869	07-27(0)	45717788
751100463	74556	09-21(0)	45717788
751100463	82323	08-14(0)	45717788
751100465	2812	08-19(0)	2196690740
751100465	58032	05-24(0)	2196690740
751100466	308	07-29(0)	159065693
751100466	23335	07-09(0)	159065693
751100466	35411	08-15(0)	159065693
751100466	41652	07-22(0)	159065693
751100466	58683	07-19(0)	159065693
751100467	18053	08-12(0)	240494609
751100467	47154	05-18(0)	240494609
751100469	2201	07-17(0)	1909608901
751100469	3962	08-09(0)	1909608901
751100469	5870	08-17(0)	1909608901
751100469	8667	09-11(0)	1909608901
751100469	12613	06-19(0)	1909608901
751100469	16310	07-11(0)	1909608901
751100469	16983	09-07(0)	1909608901
751100469	30519	08-07(0)	1909608901
751100469	64344	05-31(0)	1909608901
751100472	75878	09-27(0)	1632011
751100472	87927	06-10(0)	1632011
751100473	31736	10-13(0)	504669823
751100473	39902	05-24(0)	504669823
751100473	41256	10-04(0)	504669823
751100473	44254	07-06(0)	504669823
751100473	57030	06-18(0)	504669823
751100473	58479	06-27(0)	504669823
751100474	53375	05-22(0)	19452387
751100474	68180	06-13(0)	19452387
751100475	22701	09-21(0)	30920086
751100475	31504	06-03(0)	30920086
751100475	76476	07-29(0)	30920086
751100475	98339	09-18(0)	30920086
751100475	99492	07-05(0)	30920086
751100477	62716	08-08(0)	42938682
751100477	79251	07-25(0)	42938682
751100479	53440	06-10(0)	96899427
751100479	54591	09-19(0)	96899427
751100479	70368	09-02(0)	96899427
751100479	76670	06-04(0)	96899427
751100479	77053	08-21(0)	96899427
751100479	84560	10-06(0)	96899427
751100483	8649	07-19(0)	73612411
751100483	26281	10-12(0)	73612411
751100483	27293	08-16(0)	73612411
751100483	53738	09-24(0)	73612411
751100483	62955	06-17(0)	73612411
751100483	97490	06-02(0)	73612411
751100484	18137	06-03(0)	87405101
751100484	35059	05-29(0)	87405101
751100484	69929	08-15(0)	87405101
751100484	71216	07-19(0)	87405101
751100486	2793	10-02(0)	4450452
751100486	65991	09-26(0)	4450452
751100486	84676	07-18(0)	4450452
751100488	12409	07-02(0)	22260405
751100488	28233	06-13(0)	22260405
751100488	28646	09-02(0)	22260405
751100488	41394	07-22(0)	22260405
751100488	75728	08-19(0)	22260405
751100488	87919	07-31(0)	22260405
751100489	5684	10-11(0)	176481763
751100489	16673	05-29(0)	176481763
751100489	23316	07-15(0)	176481763
751100489	33123	10-03(0)	176481763
751100489	51474	07-03(0)	176481763
751100489	56166	07-31(0)	176481763
751100489	88298	08-02(0)	176481763
751100491	10330	05-31(0)	715443212
751100491	28317	09-22(0)	715443212
751100491	44829	08-20(0)	715443212
751100491	99182	07-04(0)	715443212
751100492	7863	09-13(0)	7700044
751100492	49510	08-11(0)	7700044
751100492	70788	07-24(0)	7700044
751100492	74368	06-18(0)	7700044
751100493	1133	09-14(0)	2486109
751100493	7572	05-20(0)	2486109
751100493	16507	06-26(0)	2486109
751100493	27820	10-03(0)	2486109
751100493	44780	08-19(0)	2486109
751100493	70064	08-26(0)	2486109
751100493	74629	07-27(0)	2486109
751100493	94022	07-14(0)	2486109
751100494	5806	06-05(0)	18031236
751100494	15996	06-12(0)	18031236
751100494	31862	09-28(0)	18031236
751100494	37053	05-27(0)	18031236
751100494	39179	05-25(0)	18031236
751100494	49163	09-22(0)	18031236
751100494	74670	09-20(0)	18031236
751100497	59018	09-16(0)	159187861
751100497	98517	09-23(0)	159187861
751100498	28387	09-19(0)	47100683
751100498	43582	07-27(0)	47100683
751100498	43794	06-03(0)	47100683
751100498	73871	07-18(0)	47100683
751100498	79127	10-03(0)	47100683
751100499	5179	09-08(0)	44889809
751100499	10680	06-03(0)	44889809
751100499	32788	07-16(0)	44889809
751100499	33067	07-27(0)	44889809
751100499	61061	08-19(0)	44889809
751100499	61257	05-17(0)	44889809
751100499	78787	08-31(0)	44889809
751100499	83939	06-27(0)	44889809
751100501	25985	06-10(0)	537182712
751100501	37823	06-23(0)	537182712
751100501	39530	09-08(0)	537182712
751100501	43054	08-31(0)	537182712
751100501	55325	08-05(0)	537182712
751100502	41360	09-24(0)	41962045
751100507	35891	05-18(0)	8873694
751100507	64959	09-24(0)	8873694
751100507	68509	09-03(0)	8873694
751100508	444	09-18(0)	24011957
751100508	12361	10-14(0)	24011957
751100508	45863	08-22(0)	24011957
751100508	46711	09-18(0)	24011957
751100508	66956	08-28(0)	24011957
751100508	83486	08-11(0)	24011957
751100512	10148	07-04(0)	594164786
751100512	11854	05-19(0)	594164786
751100512	59436	07-19(0)	594164786
751100512	98910	07-23(0)	594164786
751100513	7699	08-28(0)	12825716
751100513	11290	08-14(0)	12825716
751100515	10290	07-24(0)	305928144
751100515	56455	06-06(0)	305928144
751100515	61415	05-15(0)	305928144
751100515	66327	07-24(0)	305928144
751100515	74521	10-03(0)	305928144
751100515	92422	09-13(0)	305928144
751100515	95427	07-14(0)	305928144
751100516	67821	10-03(0)	1988779790
751100516	82953	05-22(0)	1988779790
751100516	90734	05-16(0)	1988779790
751100518	11722	09-11(0)	73739075
751100518	13549	05-19(0)	73739075
751100518	24510	07-05(0)	73739075
751100518	48129	07-15(0)	73739075
751100518	71336	06-21(0)	73739075
751100518	81669	08-13(0)	73739075
751100518	90151	09-14(0)	73739075
751100518	91731	06-02(0)	73739075
751100518	95946	09-18(0)	73739075
751100519	32705	06-24(0)	21790387
751100519	38214	10-07(0)	21790387
751100519	51349	08-30(0)	21790387
751100520	14137	09-23(0)	8043464
751100520	24368	06-10(0)	8043464
751100520	24452	09-07(0)	8043464
751100520	49148	08-17(0)	8043464
751100520	53981	06-09(0)	8043464
751100520	63761	10-04(0)	8043464
